id	direction	compartment	gpr	name	enzyme	deltag	reference	equation	definition	bigg id	kegg id	kegg pathways	metacyc pathways
RNDR2_c0	>	Cytosol_0	(SO_2415 and SO_2416)	2'-Deoxyguanosine 5'-diphosphate:oxidized-thioredoxin 2'-oxidoreductase_c0				(1)  cpd00031[c0] + (1)  cpd11421[c0] => (1)  cpd00001[c0] + (1)  cpd00295[c0] + (1)  cpd11420[c0]	(1)  GDP_c0[c0] + (1)  trdrd_c0[c0] => (1)  H2O_c0[c0] + (1)  dGDP_c0[c0] + (1)  trdox_c0[c0]	RNDR2	R02019	Purine metabolism	
RNDR3_c0	<	Cytosol_0	(SO_2415 and SO_2416)	2'-Deoxycytidine diphosphate:oxidized-thioredoxin 2'-oxidoreductase_c0				(1)  cpd00001[c0] + (1)  cpd00533[c0] + (1)  cpd11420[c0] <= (1)  cpd00096[c0] + (1)  cpd11421[c0]	(1)  H2O_c0[c0] + (1)  dCDP_c0[c0] + (1)  trdox_c0[c0] <= (1)  CDP_c0[c0] + (1)  trdrd_c0[c0]	RNDR3	R02024	Pyrimidine metabolism	
RNDR4_c0	<	Cytosol_0	(SO_2415 and SO_2416)	2'-Deoxyuridine 5'-diphosphate:oxidized-thioredoxin 2'-oxidoreductase_c0				(1)  cpd00001[c0] + (1)  cpd00978[c0] + (1)  cpd11420[c0] <= (1)  cpd00014[c0] + (1)  cpd11421[c0]	(1)  H2O_c0[c0] + (1)  dUDP_c0[c0] + (1)  trdox_c0[c0] <= (1)  UDP_c0[c0] + (1)  trdrd_c0[c0]	RNDR4	R02018	Pyrimidine metabolism	
RNTR1_c0	>	Cytosol_0	SO_2834	2'-Deoxyadenosine 5'-triphosphate:oxydized-thioredoxin 2'-oxidoreductase_c0				(1)  cpd00002[c0] + (1)  cpd11421[c0] => (1)  cpd00001[c0] + (1)  cpd00115[c0] + (1)  cpd11420[c0]	(1)  ATP_c0[c0] + (1)  trdrd_c0[c0] => (1)  H2O_c0[c0] + (1)  dATP_c0[c0] + (1)  trdox_c0[c0]	RNTR1	R02014	Purine metabolism	
RNTR2_c0	>	Cytosol_0	SO_2834	2'-Deoxyguanosine 5'-triphosphate:oxydized-thioredoxin 2'-oxidoreductase_c0				(1)  cpd00038[c0] + (1)  cpd11421[c0] => (1)  cpd00001[c0] + (1)  cpd00241[c0] + (1)  cpd11420[c0]	(1)  GTP_c0[c0] + (1)  trdrd_c0[c0] => (1)  H2O_c0[c0] + (1)  dGTP_c0[c0] + (1)  trdox_c0[c0]	RNTR2	R02020	Purine metabolism	
RNTR3_c0	>	Cytosol_0	SO_2834	2'-Deoxyuridine 5'-triphosphate:oxydized-thioredoxin 2'-oxidoreductase_c0				(1)  cpd00052[c0] + (1)  cpd11421[c0] => (1)  cpd00001[c0] + (1)  cpd00356[c0] + (1)  cpd11420[c0]	(1)  CTP_c0[c0] + (1)  trdrd_c0[c0] => (1)  H2O_c0[c0] + (1)  dCTP_c0[c0] + (1)  trdox_c0[c0]	RNTR3	R02022	Pyrimidine metabolism	
RNTR4_c0	>	Cytosol_0	SO_2834	2'-Deoxyuridine 5'-triphosphate:oxydized-thioredoxin 2'-oxidoreductase_c0				(1)  cpd00062[c0] + (1)  cpd11421[c0] => (1)  cpd00001[c0] + (1)  cpd00358[c0] + (1)  cpd11420[c0]	(1)  UTP_c0[c0] + (1)  trdrd_c0[c0] => (1)  H2O_c0[c0] + (1)  dUTP_c0[c0] + (1)  trdox_c0[c0]	RNTR4	R02023	Pyrimidine metabolism	
RPE_c0	=	Cytosol_0	SO_0292	D-Ribulose-5-phosphate 3-epimerase_c0		0		(1)  cpd00171[c0] <=> (1)  cpd00198[c0]	(1)  D-Ribulose5-phosphate_c0[c0] <=> (1)  D-Xylulose5-phosphate_c0[c0]	RPE	R01529	Pentose phosphate pathway|Pentose and glucuronate interconversions|Carbon fixation in photosynthetic organisms	Autotrophic-CO2-Fixation|Biosynthesis|C1-COMPOUNDS|CALVIN-PWY|CARBO-BIOSYNTHESIS|CO2-Fixation|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|D-Arabinose-Degradation|DARABCAT-PWY|Degradation|Energy-Metabolism|Fermentation|Formaldehyde-Assimilation|NONOXIPENT-PWY|P122-PWY|P124-PWY|P185-PWY|P21-PWY|PENTOSE-P-PWY|PHOTOALL-PWY|Pentose-Phosphate-Cycle|Photosynthesis|RIBITOLUTIL-PWY|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ALCOHOLS-DEG|Sugar-Derivatives|Sugars-And-Polysaccharides|Xylose-Degradation
RPI_c0	=	Cytosol_0	SO_1150	CustomReaction_c0				(1)  r5p_c0[c0] <=> (1)  cpd00171[c0]	(1)  r5p_c0[c0] <=> (1)  D-Ribulose5-phosphate_c0[c0]				
S7PI_c0	=	Cytosol_0	SO_0298	D-glycero-beta-D-manno-heptose-7-phosphate aldose-ketose-isomerase_c0		-0.86		(1)  cpd00238[c0] <=> (1)  cpd04918[c0]	(1)  Sedoheptulose7-phosphate_c0[c0] <=> (1)  D-Glycero-D-manno-heptose7-phosphate_c0[c0]				
SADH_c0	>	Cytosol_0	SO_2706	CustomReaction_c0				(2)  cpd00001[c0] + (2)  cpd00067[c0] + (1)  cpd02103[c0] => (1)  cpd00011[c0] + (1)  cpd02160[c0] + (2)  nh4_c0[c0]	(2)  H2O_c0[c0] + (2)  H+_c0[c0] + (1)  N2-Succinyl-L-arginine_c0[c0] => (1)  CO2_c0[c0] + (1)  N2-Succinyl-L-ornithine_c0[c0] + (2)  nh4_c0[c0]				
SADT2_c0	>	Cytosol_0	(SO_3726 and SO_3727)	Sulfate adenyltransferase_c0		-3.78		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd00038[c0] + (1)  cpd00048[c0] => (1)  cpd00009[c0] + (1)  cpd00012[c0] + (1)  cpd00031[c0] + (1)  cpd00193[c0]	(1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (1)  GTP_c0[c0] + (1)  Sulfate_c0[c0] => (1)  Phosphate_c0[c0] + (1)  PPi_c0[c0] + (1)  GDP_c0[c0] + (1)  APS_c0[c0]	SADT2			
SDPDS_c0	>	Cytosol_0	SO_2471	CustomReaction_c0				(1)  cpd00001[c0] + (1)  sl26da_c0[c0] => (1)  26dapll_c0[c0] + (1)  cpd00036[c0]	(1)  H2O_c0[c0] + (1)  sl26da_c0[c0] => (1)  26dapll_c0[c0] + (1)  Succinate_c0[c0]				
SDPTA_c0	=	Cytosol_0	SO_0617	CustomReaction_c0				(1)  cpd00024[c0] + (1)  sl26da_c0[c0] <=> (1)  cpd00023[c0] + (1)  sl2a6o_c0[c0]	(1)  2-Oxoglutarate_c0[c0] + (1)  sl26da_c0[c0] <=> (1)  L-Glutamate_c0[c0] + (1)  sl2a6o_c0[c0]				
SELNPS_c0	>	Cytosol_0	SO_0196	ATP:selenide, water phosphotransferase_c0				(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd01078[c0] => (1)  cpd00009[c0] + (1)  cpd00018[c0] + (1)  cpd03078[c0]	(1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (1)  Selenide_c0[c0] => (1)  Phosphate_c0[c0] + (1)  AMP_c0[c0] + (1)  Selenophosphate_c0[c0]	SELNPS	R03595	Selenocompound metabolism	
SERAT_c0	=	Cytosol_0	SO_2262	acetyl-CoA:L-serine O-acetyltransferase_c0		-3.61		(1)  cpd00022[c0] + (1)  cpd00054[c0] <=> (1)  cpd00010[c0] + (1)  cpd00722[c0]	(1)  Acetyl-CoA_c0[c0] + (1)  L-Serine_c0[c0] <=> (1)  CoA_c0[c0] + (1)  O-Acetyl-L-serine_c0[c0]	SERAT	R00586	Cysteine and methionine metabolism|Sulfur metabolism	Amino-Acid-Biosynthesis|Biosynthesis|CYSTEINE-SYN|CYSTSYN-PWY|Detoxification|IND-AMINO-ACID-SYN|Other-Amino-Acid-Biosynthesis|Other-biosynthesis|SULFATE-CYS-PWY
SERD-L_c0	>	Cytosol_0	SO_2248	CustomReaction_c0				(1)  cpd00054[c0] => (1)  cpd00020[c0] + (1)  nh4_c0[c0]	(1)  L-Serine_c0[c0] => (1)  Pyruvate_c0[c0] + (1)  nh4_c0[c0]				
SERT4_c0	>	Cytosol_0	SO_3122	CustomReaction_c0				(1)  cpd00054[e0] + (1)  na1_e0[e0] => (1)  cpd00054[c0] + (1)  na1_c0[c0]	(1)  L-Serine_e0[e0] + (1)  na1_e0[e0] => (1)  L-Serine_c0[c0] + (1)  na1_c0[c0]				
SERT6_c0	=	Cytosol_0	SO_0919	TRANS-RXNBWI-115637.ce.maizeexp.SER_c0	2.A.42|TC-2.A.42	0		(1)  cpd00054[e0] + (1)  cpd00067[e0] <=> (1)  cpd00054[c0] + (1)  cpd00067[c0]	(1)  L-Serine_e0[e0] + (1)  H+_e0[e0] <=> (1)  L-Serine_c0[c0] + (1)  H+_c0[c0]	AGP1_12			
SERTRS_c0	>	Cytosol_0	SO_2310	L-Serine:tRNA(Ser) ligase (AMP-forming)_c0				(1)  cpd00002[c0] + (1)  cpd00054[c0] + (1)  cpd11921[c0] => (1)  cpd00012[c0] + (1)  cpd00018[c0] + (1)  cpd12132[c0]	(1)  ATP_c0[c0] + (1)  L-Serine_c0[c0] + (1)  tRNA(Ser) _c0[c0] => (1)  PPi_c0[c0] + (1)  AMP_c0[c0] + (1)  L-Seryl-tRNA(Ser) _c0[c0]	DIA1	R03662	Aminoacyl-tRNA biosynthesis	
SFGTH_c0	=	Cytosol_0	SO_2055	CustomReaction_c0				(1)  cpd00001[c0] + (1)  cpd00759[c0] <=> (1)  cpd00047[c0] + (1)  cpd00067[c0] + (1)  gthrd_c0[c0]	(1)  H2O_c0[c0] + (1)  S-Formylglutathione_c0[c0] <=> (1)  Formate_c0[c0] + (1)  H+_c0[c0] + (1)  gthrd_c0[c0]				
SGDS_c0	>	Cytosol_0	SO_2338	CustomReaction_c0				(1)  cpd00001[c0] + (1)  sucglu_c0[c0] => (1)  cpd00023[c0] + (1)  cpd00036[c0]	(1)  H2O_c0[c0] + (1)  sucglu_c0[c0] => (1)  L-Glutamate_c0[c0] + (1)  Succinate_c0[c0]				
SGSAD_c0	>	Cytosol_0	SO_0619	CustomReaction_c0				(1)  cpd00001[c0] + (1)  cpd00003[c0] + (1)  sucgsa_c0[c0] => (1)  cpd00004[c0] + (2)  cpd00067[c0] + (1)  sucglu_c0[c0]	(1)  H2O_c0[c0] + (1)  NAD_c0[c0] + (1)  sucgsa_c0[c0] => (1)  NADH_c0[c0] + (2)  H+_c0[c0] + (1)  sucglu_c0[c0]				
SHCHCS2_c0	>	Cytosol_0	SO_4573	CustomReaction_c0				(1)  cpd00658[c0] + (1)  cpd03450[c0] => (1)  2shchc_c0[c0] + (1)  cpd00020[c0] + (1)  cpd00067[c0] + (1)  thmpp_c0[c0]	(1)  Isochorismate_c0[c0] + (1)  Succinatesemialdehyde-thiamindiphosphateanion_c0[c0] => (1)  2shchc_c0[c0] + (1)  Pyruvate_c0[c0] + (1)  H+_c0[c0] + (1)  thmpp_c0[c0]				
SHCHD2_c0	>	Cytosol_0	SO_3108	CustomReaction_c0				(1)  cpd00003[c0] + (1)  shcl_c0[c0] => (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd03426[c0]	(1)  NAD_c0[c0] + (1)  shcl_c0[c0] => (1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  Sirohydrochlorin_c0[c0]				
SHCHF_c0	>	Cytosol_0	SO_3108	CustomReaction_c0				(1)  cpd00021[c0] + (1)  cpd03426[c0] => (2)  cpd00067[c0] + (1)  cpd00557[c0]	(1)  Fe2+_c0[c0] + (1)  Sirohydrochlorin_c0[c0] => (2)  H+_c0[c0] + (1)  Siroheme_c0[c0]				
SHK3D_c0	=	Cytosol_0	SO_0040	Shikimate:NADP+ 3-oxidoreductase_c0		0.75		(1)  cpd00006[c0] + (1)  cpd00383[c0] <=> (1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd01716[c0]	(1)  NADP_c0[c0] + (1)  Shikimate_c0[c0] <=> (1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  3-Dehydroshikimate_c0[c0]	ARO1_3	R02413	Phenylalanine, tyrosine and tryptophan biosynthesis	ALL-CHORISMATE-PWY|ARO-PWY|AROMATIC-COMPOUNDS-BIOSYN|Amino-Acid-Biosynthesis|Biosynthesis|COMPLETE-ARO-PWY|Chorismate-Biosynthesis
SHKK_c0	>	Cytosol_0	SO_0286	CustomReaction_c0				(1)  cpd00002[c0] + (1)  cpd00383[c0] => (1)  cpd00008[c0] + (1)  cpd00067[c0] + (1)  skm5p_c0[c0]	(1)  ATP_c0[c0] + (1)  Shikimate_c0[c0] => (1)  ADP_c0[c0] + (1)  H+_c0[c0] + (1)  skm5p_c0[c0]				
SHSL1_c0	>	Cytosol_0	SO_4056	CustomReaction_c0				(1)  cpd00084[c0] + (1)  cpd00822[c0] => (1)  cpd00036[c0] + (1)  cpd00067[c0] + (1)  cysthl_c0[c0]	(1)  L-Cysteine_c0[c0] + (1)  O-Succinyl-L-homoserine_c0[c0] => (1)  Succinate_c0[c0] + (1)  H+_c0[c0] + (1)  cysthl_c0[c0]				
SLCYSS_c0	>	Cytosol_0	(SO_4056 or SO_3598)	CustomReaction_c0				(1)  cpd00722[c0] + (1)  tsul_c0[c0] => (1)  cpd00029[c0] + (1)  slcys_c0[c0]	(1)  O-Acetyl-L-serine_c0[c0] + (1)  tsul_c0[c0] => (1)  Acetate_c0[c0] + (1)  slcys_c0[c0]				
SO3DE_c0	>	Cytosol_0	(SO_0714 and SO_0715 and SO_0716 and SO_0717)	CustomReaction_c0				(1)  cpd00001[e0] + (1)  cpd00081[e0] + (2)  ficytcc_c0[c0] => (1)  cpd00048[e0] + (2)  cpd00067[e0] + (2)  focytcc_c0[c0]	(1)  H2O_e0[e0] + (1)  Sulfite_e0[e0] + (2)  ficytcc_c0[c0] => (1)  Sulfate_e0[e0] + (2)  H+_e0[e0] + (2)  focytcc_c0[c0]				
SO3R2_c0	>	Cytosol_0	Unknown	CustomReaction_c0				(1)  cpd00067[e0] + (1)  cpd00081[e0] + (3)  cpd11451[c0] => (3)  cpd00001[e0] + (1)  cpd00239[e0] + (3)  cpd11606[c0]	(1)  H+_e0[e0] + (1)  Sulfite_e0[e0] + (3)  mql7_c0[c0] => (3)  H2O_e0[e0] + (1)  H2S_e0[e0] + (3)  Menaquinone 7_c0[c0]				
SO3R3_c0	>	Cytosol_0	Unknown	CustomReaction_c0				(1)  cpd00067[e0] + (1)  cpd00081[e0] + (3)  cpd17026[c0] => (3)  cpd00001[e0] + (1)  cpd00239[e0] + (3)  cpd17027[c0]	(1)  H+_e0[e0] + (1)  Sulfite_e0[e0] + (3)  methymenaquinol 7_c0[c0] => (3)  H2O_e0[e0] + (1)  H2S_e0[e0] + (3)  methylmenaquinone 7_c0[c0]				
SO4T2_c0	>	Cytosol_0	(SO_2286 or SO_3553)	sulfate transport in via proton symport_c0	2.A.53|TC-2.A.53	0		(1)  cpd00048[e0] + (1)  cpd00067[e0] => (1)  cpd00048[c0] + (1)  cpd00067[c0]	(1)  Sulfate_e0[e0] + (1)  H+_e0[e0] => (1)  Sulfate_c0[c0] + (1)  H+_c0[c0]	SO4t2			
SOD_c0	>	Cytosol_0	SO_2881	CustomReaction_c0				(1)  cpd00007[c0] + (2)  cpd00067[c0] => (1)  cpd00025[c0]	(1)  O2_c0[c0] + (2)  H+_c0[c0] => (1)  H2O2_c0[c0]				
SOTA_c0	>	Cytosol_0	SO_0617	CustomReaction_c0				(1)  cpd00024[c0] + (1)  cpd02160[c0] => (1)  cpd00023[c0] + (1)  sucgsa_c0[c0]	(1)  2-Oxoglutarate_c0[c0] + (1)  N2-Succinyl-L-ornithine_c0[c0] => (1)  L-Glutamate_c0[c0] + (1)  sucgsa_c0[c0]				
SO-BIOMASSMACRO-DM-NOATP2_c0	>	Cytosol_0	Unknown	CustomReaction_c0				(6.9e-05)  12dag3p_c0[c0] + (0.123001)  12dgr_c0[c0] + (0.00215)  cpd00003[c0] + (5e-05)  cpd00004[c0] + (0.0004)  cpd00005[c0] + (0.00013)  cpd00006[c0] + (6e-06)  cpd00010[c0] + (5e-05)  cpd00015[c0] + (0.001)  cpd00018[c0] + (5e-05)  cpd00022[c0] + (0.003)  cpd00026[c0] + (3e-06)  cpd00078[c0] + (0.035)  cpd00118[c0] + (0.007)  cpd00264[c0] + (0.05)  cpd00345[c0] + (0.020076)  cpd11652[c0] + (0.010152)  cpd15647[c0] + (0.000421)  cpd15648[c0] + (0.001608)  dnason_c0[c0] + (0.472431)  glycogenmonomer_c0[c0] + (0.01114)  lpsso_c0[c0] + (0.069393)  pe_c0[c0] + (0.027781)  peptx_e0[e0] + (0.000487)  proteinsonaerobic_c0[c0] + (0.002818)  rnason_c0[c0] => 	(6.9e-05)  12dag3p_c0[c0] + (0.123001)  12dgr_c0[c0] + (0.00215)  NAD_c0[c0] + (5e-05)  NADH_c0[c0] + (0.0004)  NADPH_c0[c0] + (0.00013)  NADP_c0[c0] + (6e-06)  CoA_c0[c0] + (5e-05)  FAD_c0[c0] + (0.001)  AMP_c0[c0] + (5e-05)  Acetyl-CoA_c0[c0] + (0.003)  UDP-glucose_c0[c0] + (3e-06)  Succinyl-CoA_c0[c0] + (0.035)  Putrescine_c0[c0] + (0.007)  Spermidine_c0[c0] + (0.05)  5-Methyltetrahydrofolate_c0[c0] + (0.020076)  Phosphatidylglycerol_c0[c0] + (0.010152)  acyl-glycerophosphoethanolamine_c0[c0] + (0.000421)  acyl-glycerophosphoglycerol_c0[c0] + (0.001608)  dnason_c0[c0] + (0.472431)  glycogenmonomer_c0[c0] + (0.01114)  lpsso_c0[c0] + (0.069393)  pe_c0[c0] + (0.027781)  peptx_e0[e0] + (0.000487)  proteinsonaerobic_c0[c0] + (0.002818)  rnason_c0[c0] => 				
SPA_c0	>	Cytosol_0	SO_4343	L-Serine:pyruvate aminotransferase_c0		0		(1)  cpd00020[c0] + (1)  cpd00054[c0] => (1)  cpd00035[c0] + (1)  cpd00145[c0]	(1)  Pyruvate_c0[c0] + (1)  L-Serine_c0[c0] => (1)  L-Alanine_c0[c0] + (1)  Hydroxypyruvate_c0[c0]	SPA	R00585	Glycine, serine and threonine metabolism	
SPMS_c0	>	Cytosol_0	SO_3763	S-adenosylmethioninamine:putrescine 3-aminopropyltransferase_c0		-10.46		(1)  cpd00118[c0] + (1)  cpd00837[c0] => (1)  cpd00067[c0] + (1)  cpd00147[c0] + (1)  cpd00264[c0]	(1)  Putrescine_c0[c0] + (1)  S-Adenosylmethioninamine_c0[c0] => (1)  H+_c0[c0] + (1)  5-Methylthioadenosine_c0[c0] + (1)  Spermidine_c0[c0]	SPMS	R01920	Cysteine and methionine metabolism|Arginine and proline metabolism|Glutathione metabolism	ARG+POLYAMINE-SYN|BSUBPOLYAMSYN-PWY|Biosynthesis|POLYAMINSYN3-PWY|POLYAMSYN-PWY|Polyamine-Biosynthesis|Spermidine-Biosynthesis
SPRS_c0	>	Cytosol_0	SO_3763	S-adenosylmethioninamine:spermidine 3-aminopropyltransferase_c0	2.5.1.22	-10.46		(1)  cpd00264[c0] + (1)  cpd00837[c0] => (1)  cpd00067[c0] + (1)  cpd00147[c0] + (1)  cpd00558[c0]	(1)  Spermidine_c0[c0] + (1)  S-Adenosylmethioninamine_c0[c0] => (1)  H+_c0[c0] + (1)  5-Methylthioadenosine_c0[c0] + (1)  Spermine_c0[c0]	SPE4	R02869	Cysteine and methionine metabolism|Arginine and proline metabolism|beta-Alanine metabolism|Glutathione metabolism	ARGSPECAT-PWY|Biosynthesis|POLYAMINSYN3-PWY|Polyamine-Biosynthesis
SSALX_c0	>	Cytosol_0	SO_3496	CustomReaction_c0				(1)  cpd00001[c0] + (1)  cpd00003[c0] + (1)  sucsal_c0[c0] => (1)  cpd00004[c0] + (1)  cpd00036[c0] + (2)  cpd00067[c0]	(1)  H2O_c0[c0] + (1)  NAD_c0[c0] + (1)  sucsal_c0[c0] => (1)  NADH_c0[c0] + (1)  Succinate_c0[c0] + (2)  H+_c0[c0]				
SUCBZL_c0	>	Cytosol_0	SO_4576	CustomReaction_c0				(1)  cpd00002[c0] + (1)  cpd00010[c0] + (1)  sucbz_c0[c0] => (1)  cpd00012[c0] + (1)  cpd00018[c0] + (1)  sbzcoa_c0[c0]	(1)  ATP_c0[c0] + (1)  CoA_c0[c0] + (1)  sucbz_c0[c0] => (1)  PPi_c0[c0] + (1)  AMP_c0[c0] + (1)  sbzcoa_c0[c0]				
SUCBZS_c0	>	Cytosol_0	SO_4575	CustomReaction_c0				(1)  2shchc_c0[c0] => (1)  cpd00001[c0] + (1)  sucbz_c0[c0]	(1)  2shchc_c0[c0] => (1)  H2O_c0[c0] + (1)  sucbz_c0[c0]				
SUCCT2-2_c0	>	Cytosol_0	(SO_3134 and SO_3135 and SO_3136)	TRANS-RXN-121.cp_c0		0		(1)  cpd00036[e0] + (2)  cpd00067[e0] => (1)  cpd00036[c0] + (2)  cpd00067[c0]	(1)  Succinate_e0[e0] + (2)  H+_e0[e0] => (1)  Succinate_c0[c0] + (2)  H+_c0[c0]	SUCCt2_2			
SUCCT2-3_c0	>	Cytosol_0	SO_4417	Succintate transport via proton symport (3 H)_c0		0		(1)  cpd00036[e0] + (3)  cpd00067[e0] => (1)  cpd00036[c0] + (3)  cpd00067[c0]	(1)  Succinate_e0[e0] + (3)  H+_e0[e0] => (1)  Succinate_c0[c0] + (3)  H+_c0[c0]	SUCCt2_3			
SUCD4_c0	=	Cytosol_0	Unknown	succinate dehyrdogenase_c0		-8.12		(1)  cpd00982[c0] + (1)  cpd15560[c0] <=> (1)  cpd00015[c0] + (1)  cpd15561[c0]	(1)  FADH2_c0[c0] + (1)  Ubiquinone-8_c0[c0] <=> (1)  FAD_c0[c0] + (1)  Ubiquinol-8_c0[c0]	SUCD4			
SUCD7_c0	>	Cytosol_0	(SO_1927 and SO_4778 and SO_1928 and SO_1929)	fumarate reductase complex (i.e. FRD, involved in anaerobic respiration, repressed in aerobic respiration)_c0		-2.44		(1)  cpd00036[c0] + (1)  cpd15560[c0] => (1)  cpd00106[c0] + (1)  cpd15561[c0]	(1)  Succinate_c0[c0] + (1)  Ubiquinone-8_c0[c0] => (1)  Fumarate_c0[c0] + (1)  Ubiquinol-8_c0[c0]	SUCD7			AEROBIC-RESPIRATION|Electron-Transfer|Energy-Metabolism|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|PWY0-1329|PWY0-1353|Respiration|TCA|TCA-GLYOX-BYPASS|TCA-VARIANTS
SUCFUMTDC_c0	=	Cytosol_0	SO_4417	TRANS-RXN-106.cp_c0		0		(1)  cpd00036[c0] + (1)  cpd00106[e0] <=> (1)  cpd00036[e0] + (1)  cpd00106[c0]	(1)  Succinate_c0[c0] + (1)  Fumarate_e0[e0] <=> (1)  Succinate_e0[e0] + (1)  Fumarate_c0[c0]	SUCFUMt			
SUCOAS_c0	=	Cytosol_0	(SO_1932 and SO_1933)	Succinate:CoA ligase (ADP-forming)_c0		-1.06		(1)  cpd00002[c0] + (1)  cpd00010[c0] + (1)  cpd00036[c0] <=> (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00078[c0]	(1)  ATP_c0[c0] + (1)  CoA_c0[c0] + (1)  Succinate_c0[c0] <=> (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  Succinyl-CoA_c0[c0]	SUCOAS	R00405	Citrate cycle (TCA cycle)|Propanoate metabolism|Carbon fixation pathways in prokaryotes	Autotrophic-CO2-Fixation|Biosynthesis|C1-COMPOUNDS|CO2-Fixation|Degradation|Energy-Metabolism|Fermentation|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|P23-PWY|P42-PWY|Pyruvate-Degradation|Reductive-TCA-Cycles|TCA|TCA-GLYOX-BYPASS|TCA-VARIANTS
SULABC_c0	>	Cytosol_0	((SO_0486 and SO_0487 and SO_0488) or (SO_3602 and SO_3600 and SO_3601 and SO_2899 and SO_4652) or (SO_3602 and SO_3599 and SO_3600 and SO_3601 and SO_2899) or (SO_4655 and SO_3599 and SO_4653 and SO_4654 and SO_2899) or (SO_4655 and SO_4653 and SO_4654 and SO_2899 and SO_4652))	sulfate-transporting ATPase_c0		-6.82		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd00048[e0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00048[c0] + (1)  cpd00067[c0]	(1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (1)  Sulfate_e0[e0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  Sulfate_c0[c0] + (1)  H+_c0[c0]	SULabc			
SULR_c0	=	Cytosol_0	(SO_3737 and SO_3738)	hydrogen-sulfide:NADP+ oxidoreductase_c0		37.79		(3)  cpd00001[c0] + (3)  cpd00006[c0] + (1)  cpd00239[c0] <=> (3)  cpd00005[c0] + (4)  cpd00067[c0] + (1)  cpd00081[c0]	(3)  H2O_c0[c0] + (3)  NADP_c0[c0] + (1)  H2S_c0[c0] <=> (3)  NADPH_c0[c0] + (4)  H+_c0[c0] + (1)  Sulfite_c0[c0]	ECM17	R00858	Sulfur metabolism	Amino-Acid-Biosynthesis|Biosynthesis|Degradation|IND-AMINO-ACID-SYN|METHIONINE-SYN|Noncarbon-Nutrients|SO4ASSIM-PWY|SULFATE-CYS-PWY|Sulfate-Reduction|Sulfur-Assimilation
TAL_c0	=	Cytosol_0	SO_3546	sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase_c0		-1.75		(1)  cpd00102[c0] + (1)  cpd00238[c0] <=> (1)  cpd00072[c0] + (1)  cpd00236[c0]	(1)  Glyceraldehyde3-phosphate_c0[c0] + (1)  Sedoheptulose7-phosphate_c0[c0] <=> (1)  D-fructose-6-phosphate_c0[c0] + (1)  D-Erythrose4-phosphate_c0[c0]		R01827	Pentose phosphate pathway	C1-COMPOUNDS|Carbohydrates-Degradation|Degradation|Energy-Metabolism|Fermentation|Formaldehyde-Assimilation|NONOXIPENT-PWY|P124-PWY|P185-PWY|PENTOSE-P-PWY|Pentose-Phosphate-Cycle|Sugars-And-Polysaccharides|Xylose-Degradation
TDPDRE_c0	=	Cytosol_0	SO_3160	CustomReaction_c0				(1)  dtdpddg_c0[c0] <=> (1)  dtdpddm_c0[c0]	(1)  dtdpddg_c0[c0] <=> (1)  dtdpddm_c0[c0]				
TDPDRR_c0	=	Cytosol_0	SO_1653	CustomReaction_c0				(1)  cpd00006[c0] + (1)  dtdp6dm_c0[c0] <=> (1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  dtdpddm_c0[c0]	(1)  NADP_c0[c0] + (1)  dtdp6dm_c0[c0] <=> (1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  dtdpddm_c0[c0]				
TDPGDH_c0	>	Cytosol_0	(SO_3188 or SO_3167)	CustomReaction_c0				(1)  cpd00626[c0] => (1)  cpd00001[c0] + (1)  dtdpddg_c0[c0]	(1)  dTDPglucose_c0[c0] => (1)  H2O_c0[c0] + (1)  dtdpddg_c0[c0]				
TDSK_c0	>	Cytosol_0	SO_2801	CustomReaction_c0				(1)  cpd00002[c0] + (1)  cpd03002[c0] => (1)  cpd00008[c0] + (1)  cpd00067[c0] + (1)  lipida_c0[c0]	(1)  ATP_c0[c0] + (1)  Lipid A disaccharide_c0[c0] => (1)  ADP_c0[c0] + (1)  H+_c0[c0] + (1)  lipida_c0[c0]				
